
Name,Rate,Location,Category,Url,Pic_Url
蓝与灰,9.1,美国,战争,https://movie.douban.com/subject/1300008/,https://img3.doubanio.com/view/subject/l/public/s2609825.jpg
将军号,9.0,美国,战争,https://movie.douban.com/subject/1292778/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2248676081.jpg
Name,Rate,Location,Category,Url,Pic_Url
控方证人,9.6,美国,悬疑,https://movie.douban.com/subject/1296141/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg
十二怒汉,9.4,美国,悬疑,https://movie.douban.com/subject/10583098/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2153875961.jpg
控方证人,9.4,美国,悬疑,https://movie.douban.com/subject/5294851/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2367853261.jpg
疑犯追踪 试播集,9.4,美国,悬疑,https://movie.douban.com/subject/24700683/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1974739828.jpg
搏击俱乐部,9.0,美国,悬疑,https://movie.douban.com/subject/1292000/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910926158.jpg
网络谜踪,9.0,美国,悬疑,https://movie.douban.com/subject/27615441/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2521592656.jpg
Name,Rate,Location,Category,Url,Pic_Url
背靠背，脸对脸,9.4,大陆,剧情,https://movie.douban.com/subject/1307856/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg
茶馆,9.4,大陆,剧情,https://movie.douban.com/subject/1461403/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2262122096.jpg
刘二上访记,,大陆,剧情,https://movie.douban.com/subject/21715471/,https://img3.doubanio.com/view/subject/l/public/s25805382.jpg
鬼子来了,9.2,大陆,剧情,https://movie.douban.com/subject/1291858/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1181775734.jpg
狐妖小红娘剧场版：王权富贵,9.2,大陆,剧情,https://movie.douban.com/subject/26946612/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2409467410.jpg
活着,9.1,大陆,剧情,https://movie.douban.com/subject/1292365/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513253791.jpg
天堂回信,9.1,大陆,剧情,https://movie.douban.com/subject/1418076/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1090024531.jpg
遥望南方的童年,9.1,大陆,剧情,https://movie.douban.com/subject/3037329/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510977248.jpg
荒山泪,9.1,大陆,剧情,https://movie.douban.com/subject/3724033/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1945500364.jpg
芙蓉镇,9.0,大陆,剧情,https://movie.douban.com/subject/1297880/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2368389240.jpg
红楼梦,9.0,大陆,剧情,https://movie.douban.com/subject/1329969/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2322451692.jpg
穆桂英挂帅,9.0,大陆,剧情,https://movie.douban.com/subject/2340950/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2345664290.jpg
如此爹娘,9.0,大陆,剧情,https://movie.douban.com/subject/3032535/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2323730451.jpg
Name,Rate,Location,Category,Url,Pic_Url
狐妖小红娘剧场版：月红篇,9.2,大陆,爱情,https://movie.douban.com/subject/26972694/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2427045524.jpg
狐妖小红娘剧场版：王权富贵,9.2,大陆,爱情,https://movie.douban.com/subject/26946612/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2409467410.jpg
芙蓉镇,9.0,大陆,爱情,https://movie.douban.com/subject/1297880/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2368389240.jpg
红楼梦,9.0,大陆,爱情,https://movie.douban.com/subject/1329969/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2322451692.jpg
Name,Rate,Location,Category,Url,Pic_Url
Name,Rate,Location,Category,Url,Pic_Url
Name,Rate,Location,Category,Url,Pic_Url
鬼子来了,9.2,大陆,战争,https://movie.douban.com/subject/1291858/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1181775734.jpg
Name,Rate,Location,Category,Url,Pic_Url
Name,Rate,Location,Category,Url,Pic_Url
霸王别姬,9.5,香港,剧情,https://movie.douban.com/subject/1291546/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910813120.jpg
背靠背，脸对脸,9.4,香港,剧情,https://movie.douban.com/subject/1307856/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg
Small Matters 音乐录像故事,9.4,香港,剧情,https://movie.douban.com/subject/2295463/,https://img1.doubanio.com/view/subject/l/public/s2752638.jpg
幸福的旁边,9.2,香港,剧情,https://movie.douban.com/subject/26879897/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2503447611.jpg
无间道,9.1,香港,剧情,https://movie.douban.com/subject/1307914/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2233971046.jpg
活着,9.1,香港,剧情,https://movie.douban.com/subject/1292365/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513253791.jpg
南海十三郎,9.1,香港,剧情,https://movie.douban.com/subject/1303913/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2328424489.jpg
上海滩,9.0,香港,剧情,https://movie.douban.com/subject/6311260/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2344833803.jpg
Name,Rate,Location,Category,Url,Pic_Url
霸王别姬,9.5,香港,爱情,https://movie.douban.com/subject/1291546/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910813120.jpg
蝶影红梨记,9.3,香港,爱情,https://movie.douban.com/subject/4047730/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2517260323.jpg
紫钗记,9.3,香港,爱情,https://movie.douban.com/subject/1401219/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2274298717.jpg
大话西游之大圣娶亲,9.2,香港,爱情,https://movie.douban.com/subject/1292213/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg
南海十三郎,9.1,香港,爱情,https://movie.douban.com/subject/1303913/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2328424489.jpg
Name,Rate,Location,Category,Url,Pic_Url
Name,Rate,Location,Category,Url,Pic_Url
Name,Rate,Location,Category,Url,Pic_Url
Name,Rate,Location,Category,Url,Pic_Url
无间道,9.1,香港,悬疑,https://movie.douban.com/subject/1307914/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2233971046.jpg
